TERM,CAMPUS,XLST,CRN,DAYS,START,END,ROOM
202408,PF,"",88271,"",,,ONLINE
202408,PF,"",88281,"",,,ONLINE
202408,PF,"",88282,"",,,ONLINE
202408,PF,"",88286,"",,,ONLINE
202408,PF,"",88287,"",,,ONLINE
202408,PF,"",88288,"",,,ONLINE
202408,PF,"",88292,"",,,ONLINE
202408,PF,"",88294,"",,,ONLINE
202408,PF,"",88296,"",,,ONLINE
202408,PF,"",88302,"",,,ONLINE
202408,PF,"",88303,"",,,ONLINE
202408,PF,"",88304,"",,,ONLINE
202408,PF,"",88309,"",,,ONLINE
202408,PF,"",88310,"",,,ONLINE
202408,PF,"",88311,"",,,ONLINE
202408,PF,"",88312,"",,,ONLINE
202408,PF,"",88313,"",,,ONLINE
202408,PF,"",88314,"",,,ONLINE
202408,PF,"",88315,"",,,ONLINE
202408,PF,"",88316,"",,,ONLINE
202408,PF,"",88317,"",,,ONLINE
202408,PF,"",88318,"",,,ONLINE
202408,PF,"",88319,"",,,ONLINE
202408,PF,"",88322,"",,,ONLINE
202408,PF,"",88325,"",,,ONLINE
202408,PF,"",88326,"",,,ONLINE
202408,PF,"",88327,"",,,ONLINE
202408,PF,"",88328,"",,,ONLINE
202408,PF,"",88329,"",,,ONLINE
202408,PF,"",88330,"",,,ONLINE
202408,PF,"",88332,"",,,ONLINE
202408,PF,"",88333,"",,,ONLINE
202408,PF,"",88334,"",,,ONLINE
202408,PF,"",88335,"",,,ONLINE
202408,PF,"",88336,"",,,ONLINE
202408,PF,"",88337,"",,,ONLINE
202408,PF,"",88338,"",,,ONLINE
202408,PF,"",88339,"",,,ONLINE
202408,PF,"",88340,"",,,ONLINE
202408,PF,"",88341,"",,,ONLINE
202408,PF,"",88342,"",,,ONLINE
202408,PF,"",88343,"",,,ONLINE
202408,PF,"",88344,"",,,ONLINE
202408,PF,"",88353,"",,,ONLINE
202408,PF,"",88354,"",,,ONLINE
202408,PF,"",88355,"",,,ONLINE
202408,PF,"",88356,"",,,ONLINE
202408,PF,"",88358,"",,,ONLINE
202408,PF,"",88360,"",,,ONLINE
202408,PF,"",88361,"",,,ONLINE
202408,PF,"",88362,"",,,ONLINE
202408,PF,"",88363,"",,,ONLINE
202408,PF,"",88365,"",,,ONLINE
202408,PF,"",88368,"",,,ONLINE
202408,PF,"",88372,"",,,ONLINE
202408,PF,"",88377,"",,,ONLINE
202408,PF,"",88380,"",,,ONLINE
202408,PF,"",88388,"",,,ONLINE
202408,PF,"",88389,"",,,ONLINE
202408,PF,"",88391,"",,,ONLINE
202408,PF,"",88392,"",,,ONLINE
202408,PF,"",88398,"",,,ONLINE
202408,PF,"",88399,"",,,ONLINE
202408,PF,"",88400,"",,,ONLINE
202408,PF,"",88401,"",,,ONLINE
202408,PF,"",88402,"",,,ONLINE
202408,PF,"",88407,"",,,ONLINE
202408,PF,"",88408,"",,,ONLINE
202408,PF,"",88409,"",,,ONLINE
202408,PF,"",88410,"",,,ONLINE
202408,PF,"",88411,"",,,ONLINE
202408,PF,"",88412,"",,,ONLINE
202408,PF,"",88416,"",,,ONLINE
202408,PF,"",88417,"",,,ONLINE
202408,PF,"",88418,"",,,ONLINE
202408,PF,"",88419,"",,,ONLINE
202408,PF,"",88420,"",,,ONLINE
202408,PF,"",88429,"",,,ONLINE
202408,PF,"",88430,"",,,ONLINE
202408,PF,"",88432,"",,,ONLINE
202408,PF,"",88436,"",,,ONLINE
202408,PF,"",88437,"",,,ONLINE
202408,PF,"",88439,"",,,ONLINE
202408,PF,"",88442,"",,,ONLINE
202408,PF,"",88451,"",,,ONLINE
202408,PF,"",88454,"",,,ONLINE
202408,PF,"",88455,"",,,ONLINE
202408,PF,"",88456,"",,,ONLINE
202408,PF,"",88458,"",,,ONLINE
202408,PF,"",88459,"",,,ONLINE
202408,PF,"",88460,"",,,ONLINE
202408,PF,"",88487,"",,,ONLINE
202408,PF,"",88488,"",,,ONLINE
202408,PF,"",88492,"",,,ONLINE
202408,PF,"",88493,"",,,ONLINE
202408,PF,"",88495,"",,,ONLINE
202408,PF,"",88496,"",,,ONLINE
202408,PF,"",88497,"",,,ONLINE
202408,PF,"",88499,"",,,ONLINE
202408,PF,"",88505,"",,,ONLINE
202408,PF,"",88530,"",,,ONLINE
202408,PF,"",88532,"",,,ONLINE
202408,PF,"",88533,"",,,ONLINE
202408,PF,"",88534,"",,,ONLINE
202408,PF,"",88535,"",,,ONLINE
202408,PF,"",88536,"",,,ONLINE
202408,PF,"",88537,"",,,ONLINE
202408,PF,"",88538,"",,,ONLINE
202408,PF,"",88540,"",,,ONLINE
202408,PF,"",88541,"",,,ONLINE
202408,PF,"",88542,"",,,ONLINE
202408,PF,"",88543,"",,,ONLINE
202408,PF,"",88544,"",,,ONLINE
202408,PF,"",88545,"",,,ONLINE
202408,PF,"",88546,"",,,ONLINE
202408,PF,"",88547,"",,,ONLINE
202408,PF,"",88550,"",,,ONLINE
202408,PF,"",88551,"",,,ONLINE
202408,PF,"",88552,"",,,ONLINE
202408,PF,"",88553,"",,,ONLINE
202408,PF,"",88554,"",,,ONLINE
202408,PF,"",88555,"",,,ONLINE
202408,PF,"",88556,"",,,ONLINE
202408,PF,"",88559,"",,,ONLINE
202408,PF,"",88561,"",,,ONLINE
202408,PF,"",88588,"",,,ONLINE
202408,PF,"",88589,"",,,ONLINE
202408,PF,"",88590,"",,,ONLINE
202408,PF,"",88697,"",,,ONLINE
202408,PF,"",88698,"",,,ONLINE
202408,PF,"",88699,"",,,ONLINE
202408,PF,"",88703,"",,,ONLINE
202408,PF,"",88704,"",,,ONLINE
202408,PF,"",88705,"",,,ONLINE
202408,PF,"",88715,"",,,ONLINE
202408,PF,"",88716,"",,,ONLINE
202408,PF,"",88717,"",,,ONLINE
202408,PF,"",88718,"",,,ONLINE
202408,PF,"",88719,"",,,ONLINE
202408,PF,"",88720,"",,,ONLINE
202408,PF,"",88721,"",,,ONLINE
202408,PF,"",88722,"",,,ONLINE
202408,PF,"",88723,"",,,ONLINE
202408,PF,"",88745,"",,,ONLINE
202408,PF,"",88746,"",,,ONLINE
202408,PF,"",88747,"",,,ONLINE
202408,PF,"",88748,"",,,ONLINE
202408,PF,"",88749,"",,,ONLINE
202408,PF,"",88750,"",,,ONLINE
202408,PF,"",88751,"",,,ONLINE
202408,PF,"",88752,"",,,ONLINE
202408,PF,"",88774,"",,,ONLINE
202408,PF,"",88775,"",,,ONLINE
202408,PF,"",88832,"",,,ONLINE
202408,PF,"",88934,"",,,ONLINE
202408,PF,"",88935,"",,,ONLINE
202408,PF,"",89036,"",,,ONLINE
202408,PF,"",89232,"",,,ONLINE
202408,PF,"",89238,"",,,ONLINE
202408,PF,"",89239,"",,,ONLINE
202408,PF,"",89394,"",,,ONLINE
202408,PF,"",89405,W,830,945,ONLINE
202408,PF,"",89407,M,1000,1115,ONLINE
202408,PF,"",89409,M,1130,1245,ONLINE
202408,PF,"",89410,R,830,945,ONLINE
202408,PF,"",89411,M,1430,1545,ONLINE
202408,PF,"",89412,M,1600,1715,ONLINE
202408,PF,"",89413,R,1300,1415,ONLINE
202408,PF,"",89414,T,1000,1115,ONLINE
202408,PF,"",89415,T,830,945,ONLINE
202408,PF,"",89416,T,1300,1415,ONLINE
202408,PF,"",89418,T,1430,1545,ONLINE
202408,PF,"",89419,M,1430,1545,ONLINE
202408,PF,"",89420,W,1000,1115,ONLINE
202408,PF,"",89421,W,1130,1245,ONLINE
202408,PF,"",89422,W,1300,1415,ONLINE
202408,PF,"",89423,W,1430,1545,ONLINE
202408,PF,"",89424,T,1430,1545,ONLINE
202408,PF,"",89425,T,1600,1715,ONLINE
202408,PF,"",89426,R,1000,1115,ONLINE
202408,PF,"",89450,"",,,ONLINE
202408,PF,"",89451,"",,,ONLINE
202408,PF,"",89464,"",,,ONLINE
202408,PF,"",89498,"",,,ONLINE
202408,PF,"",89499,"",,,ONLINE
202408,PF,"",89553,"",,,ONLINE
202408,PF,"",89554,"",,,ONLINE
202408,PF,"",89556,"",,,ONLINE
202408,PF,"",89557,"",,,ONLINE
202408,PF,"",89558,"",,,ONLINE
202408,PF,"",89561,"",,,ONLINE
202408,PF,"",89564,"",,,ONLINE
202408,PF,"",89565,"",,,ONLINE
202408,PF,"",89572,"",,,ONLINE
202408,PF,"",89573,"",,,ONLINE
202408,PF,"",89592,"",,,ONLINE
202408,PF,"",89595,"",,,ONLINE
202408,PF,"",89602,"",,,ONLINE
202408,PF,"",89603,"",,,ONLINE
202408,PF,"",89605,"",,,ONLINE
202408,PF,"",89609,MW,1300,1545,ONLINE
202408,PF,"",89613,"",,,ONLINE
202408,PF,"",89665,"",,,ONLINE
202408,PF,"",89744,"",,,ONLINE
202408,PF,"",89748,"",,,ONLINE
202408,PF,"",89749,"",,,ONLINE
202408,PF,"",89766,"",,,ONLINE
202408,PF,"",89796,"",,,ONLINE
202408,PF,"",89800,"",,,ONLINE
202408,PF,"",89804,MW,1000,1115,ONLINE
202408,PF,"",89808,"",,,ONLINE
202408,PF,"",89810,"",,,ONLINE
202408,PF,"",89811,"",,,ONLINE
202408,PF,"",89833,"",,,ONLINE
202408,PF,"",89839,"",,,ONLINE
202408,PF,"",89850,"",,,ONLINE
202408,PF,"",89871,"",,,ONLINE
202408,PF,"",89872,"",,,ONLINE
202408,PF,"",89874,"",,,ONLINE
202408,PF,"",89875,"",,,ONLINE
202408,PF,"",89879,"",,,ONLINE
202408,PF,"",89880,"",,,ONLINE
202408,PF,"",89883,"",,,ONLINE
202408,PF,"",89884,"",,,ONLINE
202408,PF,"",89892,"",,,ONLINE
202408,PF,"",89893,"",,,ONLINE
202408,PF,"",89906,"",,,ONLINE
202408,PF,"",89907,"",,,ONLINE
202408,PF,"",89913,"",,,ONLINE
202408,PF,"",90122,R,1900,2200,ONLINE
202408,PF,"",90124,"",,,ONLINE
202408,PF,"",90125,"",,,ONLINE
202408,PF,"",90175,MW,1300,1415,ONLINE
202408,PF,"",90176,"",,,ONLINE
202408,PF,"",90177,"",,,ONLINE
202408,PF,"",90179,"",,,ONLINE
202408,PF,"",90180,"",,,ONLINE
202408,PF,"",90440,"",,,ONLINE
202408,PF,"",90741,"",,,ONLINE
202408,PF,"",90759,"",,,ONLINE
202408,PF,"",90775,"",,,ONLINE
202408,PF,"",90917,"",,,ONLINE
202408,PF,"",90955,"",,,ONLINE
202408,PF,"",91010,"",,,ONLINE
202408,PF,"",91087,"",,,ONLINE
202408,PF,"",91152,"",,,ONLINE
202408,PF,"",91153,"",,,ONLINE
202408,PF,"",91156,"",,,ONLINE
202408,PF,"",91163,MW,1000,1115,ONLINE
202408,PF,"",91322,"",,,ONLINE
202408,PF,"",91323,"",,,ONLINE
202408,PF,"",91324,"",,,ONLINE
202408,PF,"",91362,"",,,ONLINE
202408,PF,"",91363,"",,,ONLINE
202408,PF,"",91370,"",,,ONLINE
202408,PF,"",91371,"",,,ONLINE
202408,PF,"",91376,"",,,ONLINE
202408,PF,"",91380,"",,,ONLINE
202408,PF,"",91392,"",,,ONLINE
202408,PF,"",91400,"",,,ONLINE
202408,PF,"",91432,"",,,ONLINE
202408,PF,"",91433,"",,,ONLINE
202408,PF,"",91451,"",,,ONLINE
202408,PF,"",91452,"",,,ONLINE
202408,PF,"",91462,"",,,ONLINE
202408,PF,"",91468,"",,,ONLINE
202408,PF,"",91470,"",,,ONLINE
202408,PF,"",91476,"",,,ONLINE
202408,PF,"",91477,"",,,ONLINE
202408,PF,"",91478,"",,,ONLINE
202408,PF,"",91506,"",,,ONLINE
202408,PF,"",91530,"",,,ONLINE
202408,PF,"",91550,W,1530,1645,ONLINE
202408,PF,"",91917,"",,,ONLINE
202408,PF,"",91940,"",,,ONLINE
202408,PF,"",91942,"",,,ONLINE
202408,PF,"",91952,"",,,ONLINE
202408,PF,"",91953,"",,,ONLINE
202408,PF,"",91954,"",,,ONLINE
202408,PF,"",91955,"",,,ONLINE
202408,PF,"",91957,"",,,ONLINE
202408,PF,"",91958,"",,,ONLINE
202408,PF,"",91959,"",,,ONLINE
202408,PF,"",91960,"",,,ONLINE
202408,PF,"",92177,"",,,ONLINE
202408,PF,"",92179,"",,,ONLINE
202408,PF,"",92181,"",,,ONLINE
202408,PF,"",92183,"",,,ONLINE
202408,PF,"",92185,"",,,ONLINE
202408,PF,"",92187,"",,,ONLINE
202408,PF,"",92189,"",,,ONLINE
202408,PF,"",92191,"",,,ONLINE
202408,PF,"",92346,"",,,ONLINE
202408,PF,"",92347,"",,,ONLINE
202408,PF,"",92481,"",,,ONLINE
202408,PF,"",92482,"",,,ONLINE
202408,PF,"",92519,"",,,ONLINE
202408,PF,"",92538,"",,,ONLINE
202408,PF,"",92550,M,830,945,ONLINE
202408,PF,"",92617,"",,,ONLINE
202408,PF,"",92674,"",,,ONLINE
202408,PF,"",92675,"",,,ONLINE
202408,PF,"",92800,TR,1130,1245,ONLINE
202408,PF,"",92809,"",,,ONLINE
202408,PF,"",92812,"",,,ONLINE
202408,PF,"",92820,MW,1130,1245,ONLINE
202408,PF,"",92963,"",,,ONLINE
202408,PF,"",92976,W,1300,1415,ONLINE
202408,PF,"",93011,"",,,ONLINE
202408,PF,"",93012,"",,,ONLINE
202408,PF,"",93019,"",,,ONLINE
202408,PF,"",93020,"",,,ONLINE
202408,PF,"",93024,"",,,ONLINE
202408,PF,"",93033,"",,,ONLINE
202408,PF,"",93061,"",,,ONLINE
202408,PF,"",93062,"",,,ONLINE
202408,PF,"",93063,"",,,ONLINE
202408,PF,"",93066,"",,,ONLINE
202408,PF,"",93067,"",,,ONLINE
202408,PF,"",93069,"",,,ONLINE
202408,PF,"",93070,"",,,ONLINE
202408,PF,"",93091,"",,,ONLINE
202408,PF,"",93092,"",,,ONLINE
202408,PF,"",93093,"",,,ONLINE
202408,PF,"",93163,"",,,ONLINE
202408,PF,"",93164,"",,,ONLINE
202408,PF,"",93165,"",,,ONLINE
202408,PF,"",93166,"",,,ONLINE
202408,PF,"",93167,"",,,ONLINE
202408,PF,"",93168,"",,,ONLINE
202408,PF,"",93194,"",,,ONLINE
202408,PF,"",93195,"",,,ONLINE
202408,PF,"",93196,"",,,ONLINE
202408,PF,"",93197,"",,,ONLINE
202408,PF,"",93198,"",,,ONLINE
202408,PF,"",93199,"",,,ONLINE
202408,PF,"",93212,"",,,ONLINE
202408,PF,"",93214,"",,,ONLINE
202408,PF,"",93215,"",,,ONLINE
202408,PF,"",93224,"",,,ONLINE
202408,PF,"",93233,"",,,ONLINE
202408,PF,"",93234,"",,,ONLINE
202408,PF,"",93249,"",,,ONLINE
202408,PF,"",93250,"",,,ONLINE
202408,PF,"",93251,"",,,ONLINE
202408,PF,"",93262,"",,,ONLINE
202408,PF,"",93275,"",,,ONLINE
202408,PF,"",93276,"",,,ONLINE
202408,PF,"",93277,"",,,ONLINE
202408,PF,"",93290,"",,,ONLINE
202408,PF,"",93291,"",,,ONLINE
202408,PF,"",93295,"",,,ONLINE
202408,PF,"",93300,"",,,ONLINE
202408,PF,"",93309,"",,,ONLINE
202408,PF,"",93310,"",,,ONLINE
202408,PF,"",93311,"",,,ONLINE
202408,PF,"",93312,"",,,ONLINE
202408,PF,"",93313,"",,,ONLINE
202408,PF,"",93315,"",,,ONLINE
202408,PF,"",93316,"",,,ONLINE
202408,PF,"",93318,"",,,ONLINE
202408,PF,"",93319,"",,,ONLINE
202408,PF,"",93320,"",,,ONLINE
202408,PF,"",93321,"",,,ONLINE
202408,PF,"",93327,"",,,ONLINE
202408,PF,"",93328,"",,,ONLINE
202408,PF,"",93329,"",,,ONLINE
202408,PF,"",93330,"",,,ONLINE
202408,PF,"",93331,"",,,ONLINE
202408,PF,"",93332,"",,,ONLINE
202408,PF,"",93335,"",,,ONLINE
202408,PF,"",93338,"",,,ONLINE
202408,PF,"",93344,"",,,ONLINE
202408,PF,"",93347,"",,,ONLINE
202408,PF,"",93348,"",,,ONLINE
202408,PF,"",93355,"",,,ONLINE
202408,PF,"",93356,"",,,ONLINE
202408,PF,"",93369,"",,,ONLINE
202408,PF,"",93370,"",,,ONLINE
202408,PF,"",93375,"",,,ONLINE
202408,PF,"",93376,"",,,ONLINE
202408,PF,"",93379,"",,,ONLINE
202408,PF,"",93386,"",,,ONLINE
202408,PF,"",93396,"",,,ONLINE
202408,PF,"",93406,"",,,ONLINE
202408,PF,"",93407,"",,,ONLINE
202408,PF,"",93408,"",,,ONLINE
202408,PF,"",93412,"",,,ONLINE
202408,PF,"",93413,"",,,ONLINE
202408,PF,"",93414,"",,,ONLINE
202408,PF,"",93420,"",,,ONLINE
202408,PF,"",93421,"",,,ONLINE
202408,PF,"",93422,"",,,ONLINE
202408,PF,"",93423,"",,,ONLINE
202408,PF,"",93424,"",,,ONLINE
202408,PF,"",93430,"",,,ONLINE
202408,PF,"",93431,"",,,ONLINE
202408,PF,"",93432,"",,,ONLINE
202408,PF,"",93434,"",,,ONLINE
202408,PF,"",93440,"",,,ONLINE
202408,PF,"",93442,"",,,ONLINE
202408,PF,"",93443,"",,,ONLINE
202408,PF,"",93445,"",,,ONLINE
202408,PF,"",93448,"",,,ONLINE
202408,PF,"",93449,"",,,ONLINE
202408,PF,"",93450,"",,,ONLINE
202408,PF,"",93451,"",,,ONLINE
202408,PF,"",93453,"",,,ONLINE
202408,PF,"",93454,"",,,ONLINE
202408,PF,"",93456,"",,,ONLINE
202408,PF,"",93457,"",,,ONLINE
202408,PF,"",93460,"",,,ONLINE
202408,PF,"",93466,"",,,ONLINE
202408,PF,"",93477,"",,,ONLINE
202408,PF,"",93478,"",,,ONLINE
202408,PF,"",93487,"",,,ONLINE
202408,PF,"",93488,"",,,ONLINE
202408,PF,"",93489,"",,,ONLINE
202408,PF,"",93505,"",,,ONLINE
202408,PF,"",93506,"",,,ONLINE
202408,PF,"",93507,"",,,ONLINE
202408,PF,"",93508,"",,,ONLINE
202408,PF,"",93509,"",,,ONLINE
202408,PF,"",93510,"",,,ONLINE
202408,PF,"",93511,"",,,ONLINE
202408,PF,"",93512,"",,,ONLINE
202408,PF,"",93513,"",,,ONLINE
202408,PF,"",93514,"",,,ONLINE
202408,PF,"",93515,"",,,ONLINE
202408,PF,"",93518,"",,,ONLINE
202408,PF,"",93519,"",,,ONLINE
202408,PF,"",93521,"",,,ONLINE
202408,PF,"",93522,"",,,ONLINE
202408,PF,"",93524,"",,,ONLINE
202408,PF,"",93525,"",,,ONLINE
202408,PF,"",93526,"",,,ONLINE
202408,PF,"",93527,"",,,ONLINE
202408,PF,"",93533,"",,,ONLINE
202408,PF,"",93538,"",,,ONLINE
202408,PF,"",93539,"",,,ONLINE
202408,PF,"",93542,"",,,ONLINE
202408,PF,"",93543,"",,,ONLINE
202408,PF,"",93544,"",,,ONLINE
202408,PF,"",93545,"",,,ONLINE
202408,PF,"",93551,"",,,ONLINE
202408,PF,"",93555,"",,,ONLINE
202408,PF,"",93562,"",,,ONLINE
202408,PF,"",93567,"",,,ONLINE
202408,PF,"",93572,"",,,ONLINE
202408,PF,"",93573,"",,,ONLINE
202408,PF,"",93574,"",,,ONLINE
202408,PF,"",93578,"",,,ONLINE
202408,PF,"",93579,"",,,ONLINE
202408,PF,"",93580,"",,,ONLINE
202408,PF,"",93587,"",,,ONLINE
202408,PF,"",93588,"",,,ONLINE
202408,PF,"",93589,W,1300,1415,ONLINE
202408,PF,"",93590,"",,,ONLINE
202408,PF,"",93591,"",,,ONLINE
202408,PF,"",93593,"",,,ONLINE
202408,PF,"",93595,"",,,ONLINE
202408,PF,AGE15,92975,"",,,ONLINE
202408,PF,PASIM01,93216,TR,1300,1445,ONLINE
202408,PF,PCA10,90962,MW,830,945,ONLINE
202408,PF,PCA12,90963,TR,830,945,ONLINE
202408,PF,PCF02,84633,"",,,ONLINE
202408,PF,PCF02,85192,"",,,ONLINE
202408,PF,PCF03,83741,"",,,ONLINE
202408,PF,PCF03,84071,"",,,ONLINE
202408,PF,PCF04,83742,"",,,ONLINE
202408,PF,PCF04,85033,"",,,ONLINE
202408,PF,PCF12,88431,"",,,ONLINE
202408,PF,PCF12,88974,"",,,ONLINE
202408,PF,PCF13,83630,"",,,ONLINE
202408,PF,PCF13,89837,"",,,ONLINE
202408,PF,PCSIM01,91912,R,1000,1050,ONLINE
202408,PF,PCSIM02,89590,MW,830,945,ONLINE
202408,PF,PCSIM03,90883,TR,1430,1545,ONLINE
202408,PF,PCSIM04,88862,MW,830,945,ONLINE
202408,PF,PCSIM05,90961,TR,1300,1415,ONLINE
202408,PF,PCSIM06,89859,MW,1100,1245,ONLINE
202408,PF,PCSIM07,92763,R,830,945,ONLINE
202408,PF,PCSIM10,92045,R,1000,1115,ONLINE
202408,PF,PCSIM11,92046,T,1000,1115,ONLINE
202408,PF,PCSIM13,93244,MW,1130,1245,ONLINE
202408,PF,PCSIM14,92795,MW,1300,1415,ONLINE
202408,PF,PCSIM15,93245,TR,1300,1415,ONLINE
202408,PF,PCSIM16,93246,MW,830,945,ONLINE
202408,PF,PCSIM17,93391,MW,1000,1115,ONLINE
202408,PF,PCSIM18,93461,MW,1130,1245,ONLINE
202408,PF,PCSIM19,93462,TR,830,945,ONLINE
202408,PF,PCSIM20,93464,TR,1300,1415,ONLINE
202408,PF,PCSIM22,93470,MW,1000,1115,CB 1502
202408,PF,PFS01,90545,MW,1000,1115,ONLINE
202408,PF,PFS02,90546,MW,1130,1220,ONLINE
202408,PF,PNSIM01,92930,MW,1000,1115,ONLINE
202408,PN,"",83643,TR,1100,1245,NE 0260
202408,PN,"",83644,TR,1300,1445,NE 0280
202408,PN,"",83645,MW,1130,1245,NE 1360
202408,PN,"",83646,MW,1000,1115,NE 1220
202408,PN,"",83647,MW,1300,1355,NE 1360
202408,PN,"",83666,MW,1300,1415,NE 1420
202408,PN,"",83678,TR,1300,1415,NA 1160
202408,PN,"",83679,TR,1000,1115,NA 1160
202408,PN,"",83700,MW,1300,1445,NE 1280
202408,PN,"",83702,MW,1500,1645,NE 1380
202408,PN,"",83703,TR,700,845,NE 0380
202408,PN,"",83704,TR,1300,1445,NE 1400
202408,PN,"",83730,TR,1300,1415,NA 2230
202408,PN,"",83731,MW,830,945,ND 1120
202408,PN,"",83732,MW,830,945,NE 0220
202408,PN,"",83733,MW,1130,1245,ND 1110
202408,PN,"",83738,TR,830,945,NE 0290
202408,PN,"",83739,MW,1300,1415,NE 1460
202408,PN,"",83786,MW,800,1700,NC 1220
202408,PN,"",83787,T,900,1050,NA 2200
202408,PN,"",83788,R,900,1050,NA 2200
202408,PN,"",83789,M,1300,1415,NA 2200
202408,PN,"",83790,W,1300,1355,NE 0350
202408,PN,"",83792,TR,1300,1415,NE 0310
202408,PN,"",83814,MW,830,945,NE 1360
202408,PN,"",83822,MW,830,945,NA 1120
202408,PN,"",83823,MW,1000,1055,NA 1120
202408,PN,"",83824,MW,1300,1415,NA 1120
202408,PN,"",83825,MW,1430,1525,NA 1120
202408,PN,"",83826,W,1300,1415,NF 1500
202408,PN,"",83827,R,1430,1545,NF 1500
202408,PN,"",83828,T,1300,1415,NF 1500
202408,PN,"",83829,R,1130,1245,NA 2180
202408,PN,"",83830,R,1300,1415,NA 2160
202408,PN,"",83831,W,1000,1115,NF 1500
202408,PN,"",83836,R,1300,1415,NF 1500
202408,PN,"",83871,MW,830,945,NE 1400
202408,PN,"",83872,MW,1130,1245,NE 0400
202408,PN,"",83873,F,900,1145,NE 0300
202408,PN,"",83874,MW,1730,1845,NE 0120
202408,PN,"",83875,M,1000,1245,NE 1140
202408,PN,"",83876,M,1300,1545,NE 1140
202408,PN,"",83877,F,1215,1500,NE 1140
202408,PN,"",83878,R,1300,1545,NE 1300
202408,PN,"",83879,R,1900,2145,NE 1300
202408,PN,"",83880,MW,1130,1245,NE 1440
202408,PN,"",83881,W,1300,1545,NE 1300
202408,PN,"",83882,T,1000,1245,NE 1340
202408,PN,"",83883,R,1300,1545,NE 1340
202408,PN,"",83884,M,1900,2145,NE 1340
202408,PN,"",83885,W,1900,2145,NE 1340
202408,PN,"",83886,M,1000,1245,NE 1100
202408,PN,"",83887,W,1000,1245,NE 1100
202408,PN,"",83888,M,1300,1545,NE 1100
202408,PN,"",83889,W,1300,1545,NE 1100
202408,PN,"",83890,M,1900,2145,NE 1100
202408,PN,"",83891,TR,1300,1415,NE 0120
202408,PN,"",83892,MW,1900,2015,NE 0140
202408,PN,"",83893,MW,1430,1545,NE 0120
202408,PN,"",83894,MW,1000,1120,NE 1330
202408,PN,"",83895,TR,1130,1250,NE 1330
202408,PN,"",83896,MW,1300,1420,NE 1330
202408,PN,"",83897,MW,1730,1850,NE 1330
202408,PN,"",83898,M,1000,1245,NE 1300
202408,PN,"",83899,TR,830,945,NE 1400
202408,PN,"",83900,TR,1000,1120,NE 1100
202408,PN,"",83916,TR,1000,1115,NE 1360
202408,PN,"",83927,MW,1000,1115,NE 1200
202408,PN,"",83945,MW,1130,1245,NE 0350
202408,PN,"",83993,M,900,1150,NA 2200
202408,PN,"",83996,T,1300,1450,NA 2200
202408,PN,"",83997,TR,1800,1915,NE 1460
202408,PN,"",83998,TR,1930,2025,NE 1460
202408,PN,"",84041,TR,1000,1115,NE 0110
202408,PN,"",84042,MW,1430,1545,NE 1460
202408,PN,"",84092,MW,1000,1115,NA 1170
202408,PN,"",84093,MW,1130,1245,NA 1170
202408,PN,"",84094,MW,1300,1415,ND 1120
202408,PN,"",84099,TR,1000,1115,NE 0150
202408,PN,"",84100,TR,1300,1415,NE 0150
202408,PN,"",84101,MW,830,945,NA 2180
202408,PN,"",84115,MW,1000,1115,NA 2180
202408,PN,"",84116,TR,1000,1115,NA 2170
202408,PN,"",84117,TR,1130,1245,NA 2170
202408,PN,"",84118,F,900,1145,NE 0380
202408,PN,"",84119,TR,1000,1115,NE 0310
202408,PN,"",84120,S,900,1145,NE 0300
202408,PN,"",84121,T,1000,1245,NE 1170
202408,PN,"",84122,M,1300,1545,NE 1170
202408,PN,"",84123,R,1600,1845,NE 1170
202408,PN,"",84124,S,1215,1500,NE 1170
202408,PN,"",84125,T,1300,1545,NE 1170
202408,PN,"",84126,M,1300,1545,NE 1130
202408,PN,"",84127,T,1000,1245,NE 1130
202408,PN,"",84128,S,1215,1500,NE 1130
202408,PN,"",84129,W,1300,1545,NE 1130
202408,PN,"",84130,R,1600,1845,NE 1370
202408,PN,"",84131,TR,1130,1245,NE 0420
202408,PN,"",84140,TR,1430,1545,NE 0300
202408,PN,"",84141,MW,1000,1115,NE 0310
202408,PN,"",84142,W,1600,1845,NC 1320
202408,PN,"",84143,T,1600,1845,NC 1320
202408,PN,"",84144,T,1300,1545,NC 1320
202408,PN,"",84145,M,1600,1845,NC 1320
202408,PN,"",84148,TR,1000,1115,ND 1220
202408,PN,"",84149,MW,1130,1245,ND 1220
202408,PN,"",84150,TR,1130,1245,ND 1220
202408,PN,"",84152,MW,700,815,ND 1120
202408,PN,"",84234,MW,800,915,NA 1170
202408,PN,"",84235,TR,800,915,NA 1170
202408,PN,"",84249,MW,900,1145,NA 1150
202408,PN,"",84250,MW,1500,1745,NA 1150
202408,PN,"",84251,TR,1200,1445,NA 1150
202408,PN,"",84252,TR,900,1145,NA 1150
202408,PN,"",84357,MW,1130,1245,NE 1200
202408,PN,"",84380,MW,1430,1545,NA 1160
202408,PN,"",84449,TR,1500,1645,NE 0290
202408,PN,"",84587,MW,1430,1545,NE 0320
202408,PN,"",84588,MW,1300,1445,NA 1100
202408,PN,"",84589,MW,830,945,NE 0380
202408,PN,"",84590,MW,1730,1915,NE 0290
202408,PN,"",84592,TR,1300,1415,NE 1360
202408,PN,"",84593,MW,1130,1245,NA 1160
202408,PN,"",84594,MW,1300,1415,NA 1160
202408,PN,"",84595,TR,1130,1245,NA 1160
